sensor_value,timestamp_hour,rolling_mean_1h,z_score,is_anomaly,zone_id
47.33,17.5,46.15,0.378,False,3
43.44,17.58,45.76,-0.738,False,3
45.8,17.67,45.54,0.088,False,3
45.06,17.75,45.01,0.017,False,3
46.12,17.83,45.45,0.328,False,3
44.01,17.92,45.49,-0.741,False,3
42.54,18.0,45.14,-1.22,False,3
46.37,18.08,45.15,0.569,False,3
49.36,18.17,45.2,1.869,False,3
46.33,18.25,45.64,0.38,False,3
50.82,18.33,46.06,2.035,False,3
45.99,18.42,46.1,-0.044,False,3
44.21,18.5,45.84,-0.691,False,3
44.96,18.58,45.96,-0.444,False,3
44.97,18.67,45.89,-0.405,False,3
50.42,18.75,46.34,1.569,False,3
37.47,18.83,45.62,-2.233,False,3
49.6,18.92,46.09,0.93,False,3
326.69,19.0,69.77,3.172,True,3
49.47,19.08,70.02,-0.254,False,3
42.95,19.17,69.49,-0.327,False,3
50.9,19.25,69.87,-0.234,False,3
46.52,19.33,69.51,-0.284,False,3
41.92,19.42,69.17,-0.336,False,3
1.36,19.5,65.6,-0.771,True,3
44.79,19.58,65.59,-0.25,False,3
56.18,19.67,66.52,-0.124,False,3
42.81,19.75,65.89,-0.277,False,3
47.03,19.83,66.69,-0.237,False,3
48.49,19.92,66.59,-0.218,False,3
52.04,20.0,43.7,0.596,False,3
46.99,20.08,43.5,0.251,False,3
49.14,20.17,44.01,0.366,False,3
53.18,20.25,44.2,0.636,False,3
50.21,20.33,44.51,0.401,False,3
50.3,20.42,45.21,0.357,False,3
48.17,20.5,49.11,-0.258,False,3
54.47,20.58,49.92,1.24,False,3
43.19,20.67,48.83,-1.579,False,3
52.42,20.75,49.64,0.883,False,3
49.52,20.83,49.84,-0.107,False,3
49.5,20.92,49.93,-0.141,False,3
45.15,21.0,49.35,-1.302,False,3
44.85,21.08,49.18,-1.262,False,3
41.01,21.17,48.5,-1.801,False,3
49.44,21.25,48.19,0.322,False,3
52.29,21.33,48.36,0.97,False,3
46.36,21.42,48.03,-0.413,False,3
53.84,21.5,48.5,1.221,False,3
49.02,21.58,48.05,0.245,False,3
47.62,21.67,48.42,-0.217,False,3
47.72,21.75,48.03,-0.089,False,3
46.43,21.83,47.77,-0.391,False,3
51.11,21.92,47.9,0.905,False,3
49.63,22.0,48.28,0.391,False,3
53.27,22.08,48.98,1.208,False,3
52.42,22.17,49.93,0.948,False,3
44.92,22.25,49.55,-1.543,False,3
51.07,22.33,49.45,0.553,False,3
3.66,22.42,45.89,-3.109,True,3
58.59,22.5,46.29,0.885,False,3
54.55,22.58,46.75,0.553,False,3
54.59,22.67,47.33,0.508,False,3
49.66,22.75,47.49,0.152,False,3
56.49,22.83,48.33,0.562,False,3
47.52,22.92,48.03,-0.035,False,3
56.31,23.0,48.59,0.526,False,3
54.06,23.08,48.65,0.368,False,3
281.54,23.17,67.75,3.103,True,3
52.91,23.25,68.41,-0.226,False,3
1.02,23.33,64.24,-0.886,True,3
57.68,23.42,68.74,-0.161,False,3
61.1,23.5,68.95,-0.114,False,3
55.49,23.58,69.03,-0.197,False,3
57.47,23.67,69.27,-0.172,False,3
61.14,23.75,70.23,-0.133,False,3
55.61,23.83,70.16,-0.212,False,3
54.02,23.92,70.7,-0.244,False,3
57.28,0.0,70.78,-0.198,False,3
61.19,0.08,71.37,-0.149,False,3
59.24,0.17,52.85,0.386,False,3
54.58,0.25,52.98,0.096,False,3
54.3,0.33,57.42,-1.147,False,3
59.67,0.42,57.59,0.744,False,3
57.3,0.5,57.27,0.011,False,3
61.15,0.58,57.75,1.249,False,3
59.7,0.67,57.93,0.634,False,3
57.48,0.75,57.63,-0.056,False,3
53.82,0.83,57.48,-1.324,False,3
58.13,0.92,57.82,0.122,False,3
56.33,1.0,57.74,-0.549,False,3
65.71,1.08,58.12,2.271,False,3
56.93,1.17,57.93,-0.297,False,3
5.48,1.25,53.83,-3.109,True,3
68.48,1.33,55.02,0.835,False,3
69.34,1.42,55.82,0.814,False,3
61.57,1.5,56.18,0.323,False,3
64.1,1.58,56.42,0.457,False,3
63.84,1.67,56.77,0.418,False,3
63.09,1.75,57.23,0.344,False,3
65.12,1.83,58.18,0.406,False,3
62.36,1.92,58.53,0.223,False,3
65.55,2.0,59.3,0.362,False,3
60.47,2.08,58.86,0.094,False,3
55.99,2.17,58.78,-0.163,False,3
58.26,2.25,63.18,-1.277,False,3
62.55,2.33,62.69,-0.039,False,3
66.54,2.42,62.45,1.339,False,3
67.22,2.5,62.92,1.291,False,3
58.29,2.58,62.44,-1.167,False,3
52.71,2.67,61.51,-1.961,False,3
57.76,2.75,61.07,-0.722,False,3
60.48,2.83,60.68,-0.045,False,3
62.81,2.92,60.72,0.472,False,3
55.7,3.0,59.9,-0.964,False,3
56.46,3.08,59.56,-0.697,False,3
62.36,3.17,60.1,0.517,False,3
59.72,3.25,60.22,-0.114,False,3
57.72,3.33,59.81,-0.485,False,3
60.04,3.42,59.27,0.204,False,3
59.5,3.5,58.63,0.305,False,3
58.7,3.58,58.66,0.012,False,3
66.17,3.67,59.78,2.178,False,3
54.04,3.75,59.47,-1.631,False,3
62.48,3.83,59.64,0.826,False,3
58.34,3.92,59.27,-0.28,False,3
64.99,4.0,60.04,1.424,False,3
57.94,4.08,60.17,-0.663,False,3
64.93,4.17,60.38,1.268,False,3
56.49,4.25,60.11,-0.964,False,3
60.56,4.33,60.35,0.057,False,3
56.84,4.42,60.08,-0.848,False,3
57.91,4.5,59.95,-0.526,False,3
50.7,4.58,59.28,-1.825,False,3
55.21,4.67,58.37,-0.736,False,3
59.83,4.75,58.85,0.24,False,3
64.45,4.83,59.02,1.271,False,3
54.09,4.92,58.66,-1.014,False,3
63.28,5.0,58.52,1.106,False,3
43.59,5.08,57.32,-2.251,False,3
56.66,5.17,56.63,0.004,False,3
62.58,5.25,57.14,0.926,False,3
55.51,5.33,56.72,-0.21,False,3
62.23,5.42,57.17,0.844,False,3
61.26,5.5,57.45,0.623,False,3
60.6,5.58,58.27,0.402,False,3
52.6,5.67,58.06,-0.917,False,3
60.67,5.75,58.13,0.426,False,3
49.95,5.83,56.92,-1.152,False,3
59.37,5.92,57.36,0.335,False,3
49.4,6.0,56.2,-1.113,False,3
56.56,6.08,57.28,-0.155,False,3
53.95,6.17,57.06,-0.654,False,3
250.45,6.25,72.71,3.166,True,3
59.69,6.33,73.06,-0.239,False,3
57.81,6.42,72.69,-0.265,False,3
55.31,6.5,72.2,-0.3,False,3
61.29,6.58,72.25,-0.195,False,3
52.68,6.67,72.26,-0.348,False,3
52.68,6.75,71.59,-0.335,False,3
58.97,6.83,72.35,-0.238,False,3
55.31,6.92,72.01,-0.297,False,3
54.57,7.0,72.44,-0.318,False,3
57.74,7.08,72.54,-0.264,False,3
59.14,7.17,72.97,-0.247,False,3
63.34,7.25,57.38,1.784,False,3
50.59,7.33,56.62,-1.597,False,3
55.59,7.42,56.43,-0.225,False,3
57.28,7.5,56.6,0.181,False,3
54.65,7.58,56.04,-0.4,False,3
54.21,7.67,56.17,-0.583,False,3
46.02,7.75,55.62,-2.186,False,3
59.9,7.83,55.69,0.942,False,3
46.38,7.92,54.95,-1.644,False,3
52.44,8.0,54.77,-0.442,False,3
51.14,8.08,54.22,-0.584,False,3
52.9,8.17,53.7,-0.159,False,3
250.55,8.25,69.3,3.167,True,3
49.37,8.33,69.2,-0.346,False,3
54.35,8.42,69.1,-0.257,False,3
52.91,8.5,68.74,-0.276,False,3
3.55,8.58,64.48,-1.01,True,3
58.46,8.67,64.83,-0.106,False,3
47.23,8.75,64.93,-0.294,False,3
54.45,8.83,64.48,-0.166,False,3
40.77,8.92,64.01,-0.384,False,3
52.11,9.0,63.98,-0.196,False,3
54.4,9.08,64.26,-0.163,False,3
52.5,9.17,64.22,-0.194,False,3
46.02,9.25,47.18,-0.08,False,3
48.68,9.33,47.12,0.108,False,3
55.1,9.42,47.18,0.544,False,3
46.66,9.5,46.66,-0.0,False,3
56.97,9.58,51.11,1.117,False,3
43.75,9.67,49.89,-1.206,False,3
46.31,9.75,49.81,-0.68,False,3
48.53,9.83,49.32,-0.159,False,3
47.18,9.92,49.85,-0.633,False,3
48.26,10.0,49.53,-0.303,False,3
51.84,10.08,49.32,0.636,False,3
47.2,10.17,48.88,-0.431,False,3
53.17,10.25,49.47,0.937,False,3
30.99,11.0,30.99,0.0,False,4
31.53,11.08,31.26,0.705,False,4
33.48,11.17,32.0,1.129,False,4
34.45,11.25,32.61,1.13,False,4
30.81,11.33,32.25,-0.886,False,4
34.4,11.42,32.61,1.056,False,4
34.09,11.5,32.82,0.769,False,4
32.86,11.58,32.83,0.022,False,4
36.9,11.67,33.28,1.838,False,4
36.59,11.75,33.61,1.399,False,4
29.56,11.83,33.24,-1.558,False,4
31.64,11.92,33.11,-0.638,False,4
37.94,12.0,33.69,1.651,False,4
34.19,12.08,33.91,0.111,False,4
2.48,12.17,31.33,-3.063,True,4
33.47,12.25,31.24,0.237,False,4
36.1,12.33,31.68,0.465,False,4
33.85,12.42,31.64,0.233,False,4
42.56,12.5,32.34,1.024,False,4
38.87,12.58,32.85,0.593,False,4
34.33,12.67,32.63,0.169,False,4
29.82,12.75,32.07,-0.224,False,4
35.06,12.83,32.53,0.252,False,4
31.92,12.92,32.55,-0.062,False,4
30.93,13.0,31.96,-0.104,False,4
1.1,13.08,29.21,-2.12,True,4
31.36,13.17,31.61,-0.025,False,4
39.33,13.25,32.1,0.689,False,4
39.42,13.33,32.38,0.662,False,4
38.93,13.42,32.8,0.567,False,4
155.44,13.5,42.21,3.049,True,4
33.41,13.58,41.75,-0.224,False,4
181.19,13.67,53.99,2.329,True,4
36.67,13.75,54.56,-0.329,False,4
38.77,13.83,54.87,-0.297,False,4
40.23,13.92,55.56,-0.284,False,4
120.8,14.0,63.05,1.023,True,4
39.86,14.08,66.28,-0.493,False,4
31.52,14.17,66.3,-0.649,False,4
1.14,14.25,63.11,-1.098,True,4
37.98,14.33,63.0,-0.443,False,4
35.55,14.42,62.71,-0.48,False,4
30.15,14.5,52.27,-0.451,False,4
28.12,14.58,51.83,-0.482,False,4
42.19,14.67,40.25,0.07,False,4
36.21,14.75,40.21,-0.145,False,4
34.23,14.83,39.83,-0.202,False,4
38.23,14.92,39.67,-0.052,False,4
34.63,15.0,32.49,0.201,False,4
36.34,15.08,32.19,0.395,False,4
34.44,15.17,32.43,0.191,False,4
31.13,15.25,34.93,-0.992,False,4
31.55,15.33,34.4,-0.746,False,4
37.99,15.42,34.6,0.858,False,4
39.43,15.5,35.37,1.039,False,4
37.23,15.58,36.13,0.345,False,4
30.6,15.67,35.17,-1.56,False,4
37.92,15.75,35.31,0.865,False,4
41.88,15.83,35.95,1.677,False,4
35.51,15.92,35.72,-0.062,False,4
42.2,16.0,36.35,1.497,False,4
35.51,16.08,36.28,-0.196,False,4
38.83,16.17,36.65,0.554,False,4
35.11,16.25,36.98,-0.523,False,4
32.18,16.33,37.03,-1.39,False,4
40.55,16.42,37.25,0.908,False,4
33.21,16.5,36.73,-0.941,False,4
38.14,16.58,36.8,0.355,False,4
45.22,16.67,38.02,1.833,False,4
38.08,16.75,38.04,0.011,False,4
26.11,16.83,36.72,-2.117,False,4
34.58,16.92,36.64,-0.41,False,4
38.89,17.0,36.37,0.526,False,4
34.16,17.08,36.25,-0.434,False,4
2.46,17.17,33.22,-2.849,True,4
37.49,17.25,33.42,0.374,False,4
40.35,17.33,34.1,0.566,False,4
34.07,17.42,33.56,0.047,False,4
41.9,17.5,34.29,0.686,False,4
34.16,17.58,33.95,0.019,False,4
46.65,17.67,34.07,1.126,False,4
34.96,17.75,33.81,0.103,False,4
35.18,17.83,34.57,0.057,False,4
37.94,17.92,34.85,0.284,False,4
33.65,18.0,34.41,-0.07,False,4
31.53,18.08,34.19,-0.245,False,4
36.38,18.17,37.02,-0.153,False,4
38.28,18.25,37.09,0.282,False,4
38.92,18.33,36.97,0.47,False,4
37.59,18.42,37.26,0.081,False,4
28.72,18.5,36.16,-1.676,False,4
32.31,18.58,36.01,-0.813,False,4
37.26,18.67,35.23,0.649,False,4
30.78,18.75,34.88,-1.208,False,4
33.11,18.83,34.71,-0.466,False,4
36.74,18.92,34.61,0.638,False,4
36.83,19.0,34.87,0.58,False,4
36.66,19.08,35.3,0.42,False,4
39.26,19.17,35.54,1.082,False,4
3.05,19.25,32.6,-2.99,True,4
27.96,19.33,31.69,-0.382,False,4
30.94,19.42,31.13,-0.021,False,4
37.56,19.5,31.87,0.585,False,4
31.51,19.58,31.8,-0.03,False,4
39.88,19.67,32.02,0.796,False,4
31.76,19.75,32.1,-0.035,False,4
37.48,19.83,32.47,0.501,False,4
33.62,19.92,32.21,0.142,False,4
303.27,20.0,54.41,3.151,True,4
42.11,20.08,54.87,-0.162,False,4
38.48,20.17,54.8,-0.207,False,4
30.58,20.25,57.1,-0.342,False,4
37.64,20.33,57.9,-0.262,False,4
35.52,20.42,58.28,-0.295,False,4
35.35,20.5,58.1,-0.294,False,4
35.76,20.58,58.45,-0.294,False,4
42.91,20.67,58.71,-0.205,False,4
42.45,20.75,59.6,-0.223,False,4
28.78,20.83,58.87,-0.39,False,4
31.27,20.92,58.68,-0.355,False,4
39.35,21.0,36.68,0.564,False,4
35.98,21.08,36.17,-0.045,False,4
40.95,21.17,36.38,0.999,False,4
175.92,21.25,48.49,3.158,True,4
38.56,21.33,48.57,-0.248,False,4
178.78,21.42,60.51,2.161,True,4
39.08,21.5,60.82,-0.398,False,4
38.16,21.58,61.02,-0.419,False,4
34.5,21.67,60.32,-0.471,False,4
40.94,21.75,60.19,-0.351,False,4
34.94,21.83,60.7,-0.472,False,4
37.37,21.92,61.21,-0.439,False,4
40.85,22.0,61.34,-0.378,False,4
37.81,22.08,61.49,-0.437,False,4
39.36,22.17,61.36,-0.406,False,4
41.3,22.25,50.14,-0.218,False,4
42.7,22.33,50.48,-0.192,False,4
36.38,22.42,38.62,-0.868,False,4
38.87,22.5,38.6,0.104,False,4
37.88,22.58,38.58,-0.269,False,4
38.58,22.67,38.92,-0.148,False,4
42.81,22.75,39.07,1.526,False,4
36.79,22.83,39.23,-1.104,False,4
41.21,22.92,39.55,0.758,False,4
42.23,23.0,39.66,1.116,False,4
40.99,23.08,39.92,0.471,False,4
42.99,23.17,40.23,1.148,False,4
37.42,23.25,39.9,-0.99,False,4
41.57,23.33,39.81,0.73,False,4
45.56,23.42,40.57,1.866,False,4
46.39,23.5,41.2,1.683,False,4
38.03,23.58,41.21,-1.037,False,4
46.63,23.67,41.88,1.433,False,4
43.9,23.75,41.98,0.574,False,4
49.37,23.83,43.02,1.788,False,4
38.26,23.92,42.78,-1.196,False,4
42.89,0.0,42.83,0.014,False,4
45.98,0.08,43.25,0.713,False,4
50.3,0.17,43.86,1.487,False,4
43.03,0.25,44.33,-0.338,False,4
47.7,0.33,44.84,0.743,False,4
49.02,0.42,45.13,0.964,False,4
44.97,0.5,45.01,-0.009,False,4
46.12,0.58,45.68,0.129,False,4
50.76,0.67,46.02,1.29,False,4
48.12,0.75,46.38,0.476,False,4
44.36,0.83,45.96,-0.447,False,4
45.8,0.92,46.59,-0.299,False,4
38.42,1.0,46.21,-2.292,False,4
46.54,1.08,46.26,0.082,False,4
50.99,1.17,46.32,1.34,False,4
52.08,1.25,47.07,1.361,False,4
56.65,1.33,47.82,1.916,False,4
45.99,1.42,47.57,-0.342,False,4
48.89,1.5,47.89,0.219,False,4
45.71,1.58,47.86,-0.47,False,4
44.68,1.67,47.35,-0.587,False,4
46.58,1.75,47.22,-0.14,False,4
54.57,1.83,48.07,1.323,False,4
56.53,1.92,48.97,1.397,False,4
42.01,2.0,49.27,-1.498,False,4
49.99,2.08,49.56,0.092,False,4
45.52,2.17,49.1,-0.733,False,4
44.5,2.25,48.47,-0.802,False,4
42.41,2.33,47.28,-1.083,False,4
45.97,2.42,47.28,-0.291,False,4
46.72,2.5,47.1,-0.084,False,4
53.82,2.58,47.78,1.249,False,4
46.77,2.67,47.95,-0.249,False,4
55.43,2.75,48.69,1.299,False,4
40.18,2.83,47.49,-1.361,False,4
54.03,2.92,47.28,1.344,False,4
48.74,3.0,47.84,0.19,False,4
56.97,3.08,48.42,1.579,False,4
50.76,3.17,48.86,0.355,False,4
37.15,3.25,48.25,-1.773,False,4
45.06,3.33,48.47,-0.561,False,4
46.3,3.42,48.49,-0.362,False,4
49.11,3.5,48.69,0.068,False,4
53.72,3.58,48.68,0.834,False,4
47.35,3.67,48.73,-0.23,False,4
43.71,3.75,47.76,-0.7,False,4
50.18,3.83,48.59,0.301,False,4
46.07,3.92,47.93,-0.368,False,4
46.26,4.0,47.72,-0.289,False,4
42.41,4.08,46.51,-0.947,False,4
41.01,4.17,45.69,-1.072,False,4
46.88,4.25,46.5,0.109,False,4
48.88,4.33,46.82,0.593,False,4
46.2,4.42,46.82,-0.176,False,4
47.21,4.5,46.66,0.163,False,4
50.34,4.58,46.38,1.386,False,4
47.32,4.67,46.37,0.331,False,4
47.79,4.75,46.71,0.389,False,4
54.06,4.83,47.04,2.088,False,4
44.06,4.92,46.87,-0.811,False,4
45.64,5.0,46.82,-0.338,False,4
45.14,5.08,47.05,-0.587,False,4
33.9,5.17,46.45,-2.644,False,4
45.08,5.25,46.3,-0.256,False,4
63.12,2.0,63.12,0.0,False,5
63.29,2.08,63.2,0.701,False,5
62.03,2.17,62.81,-1.144,False,5
57.25,2.25,61.42,-1.47,False,5
61.89,2.33,61.52,0.151,False,5
63.16,2.42,61.79,0.592,False,5
60.82,2.5,61.65,-0.391,False,5
60.2,2.58,61.47,-0.62,False,5
63.19,2.67,61.66,0.765,False,5
56.34,2.75,61.13,-1.896,False,5
5.05,2.83,56.03,-2.985,True,5
55.73,2.92,56.01,-0.017,False,5
54.64,3.0,55.3,-0.041,False,5
61.49,3.08,55.15,0.395,False,5
53.88,3.17,54.47,-0.037,False,5
55.57,3.25,54.33,0.078,False,5
53.29,3.33,53.61,-0.021,False,5
62.54,3.42,53.56,0.572,False,5
52.53,3.5,52.87,-0.022,False,5
57.73,3.58,52.67,0.328,False,5
53.34,3.67,51.85,0.099,False,5
53.61,3.75,51.62,0.133,False,5
51.49,3.83,55.49,-1.155,False,5
57.62,3.92,55.64,0.561,False,5
62.45,4.0,56.29,1.538,False,5
57.67,4.08,55.98,0.459,False,5
50.57,4.17,55.7,-1.29,False,5
52.53,4.25,55.45,-0.716,False,5
50.31,4.33,55.2,-1.134,False,5
61.48,4.42,55.11,1.533,False,5
56.15,4.5,55.41,0.181,False,5
50.84,4.58,54.84,-0.95,False,5
50.68,4.67,54.62,-0.904,False,5
51.63,4.75,54.45,-0.637,False,5
52.15,4.83,54.51,-0.535,False,5
54.19,4.92,54.22,-0.007,False,5
53.06,5.0,53.44,-0.109,False,5
52.15,5.08,52.98,-0.261,False,5
45.45,5.17,52.55,-1.87,False,5
56.63,5.25,52.89,0.94,False,5
55.72,5.33,53.34,0.598,False,5
55.18,5.42,52.82,0.757,False,5
58.75,5.5,53.04,1.66,False,5
50.21,5.58,52.98,-0.795,False,5
59.11,5.67,53.69,1.425,False,5
53.32,5.75,53.83,-0.136,False,5
60.74,5.83,54.54,1.475,False,5
57.0,5.92,54.78,0.522,False,5
58.55,6.0,55.23,0.762,False,5
53.07,6.08,55.31,-0.52,False,5
46.38,6.17,55.39,-2.192,False,5
54.02,6.25,55.17,-0.28,False,5
55.58,6.33,55.16,0.102,False,5
51.58,6.42,54.86,-0.774,False,5
53.46,6.5,54.42,-0.236,False,5
51.56,6.58,54.53,-0.752,False,5
59.29,6.67,54.55,1.195,False,5
63.46,6.75,55.39,1.716,False,5
51.68,6.83,54.64,-0.66,False,5
56.62,6.92,54.6,0.452,False,5
53.87,7.0,54.21,-0.081,False,5
59.97,7.08,54.79,1.131,False,5
58.56,7.17,55.8,0.719,False,5
51.2,7.25,55.57,-1.083,False,5
50.91,7.33,55.18,-1.003,False,5
46.89,7.42,54.79,-1.647,False,5
49.53,7.5,54.46,-0.981,False,5
51.81,7.58,54.48,-0.534,False,5
50.8,7.67,53.77,-0.612,False,5
53.21,7.75,52.92,0.077,False,5
283.97,7.83,72.28,3.17,True,5
52.98,7.92,71.97,-0.284,False,5
51.58,8.0,71.78,-0.302,False,5
56.69,8.08,71.51,-0.221,False,5
56.94,8.17,71.38,-0.215,False,5
51.74,8.25,71.42,-0.294,False,5
51.19,8.33,71.44,-0.302,False,5
44.24,8.42,71.22,-0.402,False,5
54.37,8.5,71.63,-0.258,False,5
51.47,8.58,71.6,-0.301,False,5
53.74,8.67,71.84,-0.271,False,5
45.06,8.75,71.16,-0.389,False,5
48.23,8.83,51.52,-0.82,False,5
55.72,8.92,51.75,0.95,False,5
45.96,9.0,51.28,-1.181,False,5
53.06,9.08,50.98,0.494,False,5
50.0,9.17,50.4,-0.106,False,5
56.66,9.25,50.81,1.4,False,5
51.84,9.33,50.86,0.234,False,5
48.75,9.42,51.24,-0.669,False,5
49.73,9.5,50.85,-0.311,False,5
48.39,9.58,50.59,-0.602,False,5
45.89,9.67,49.94,-1.08,False,5
39.37,9.75,49.47,-2.161,False,5
56.78,9.83,50.18,1.295,False,5
43.99,9.92,49.2,-1.029,False,5
50.19,10.0,49.55,0.128,False,5
37.13,10.08,48.23,-1.859,False,5
45.3,10.17,47.84,-0.423,False,5
44.83,10.25,46.85,-0.377,False,5
49.66,10.33,46.67,0.576,False,5
43.35,10.42,46.22,-0.548,False,5
46.66,10.5,45.96,0.137,False,5
44.02,10.58,45.6,-0.311,False,5
42.58,10.67,45.32,-0.53,False,5
53.49,10.75,46.5,1.32,False,5
40.64,10.83,45.15,-1.021,False,5
42.19,10.92,45.0,-0.626,False,5
41.03,11.0,44.24,-0.746,False,5
44.0,11.08,44.81,-0.22,False,5
49.9,11.17,45.2,1.184,False,5
47.18,11.25,45.39,0.447,False,5
47.26,11.33,45.19,0.541,False,5
3.84,11.42,41.9,-3.028,True,5
157.13,11.5,51.11,2.974,True,5
38.94,11.58,50.68,-0.328,False,5
50.65,11.67,51.36,-0.02,False,5
46.31,11.75,50.76,-0.125,False,5
41.81,11.83,50.85,-0.253,False,5
53.82,11.92,51.82,0.056,False,5
42.56,12.0,51.95,-0.264,False,5
42.78,12.08,51.85,-0.255,False,5
45.68,12.17,51.5,-0.164,False,5
44.06,12.25,51.24,-0.201,False,5
50.22,12.33,51.48,-0.035,False,5
52.72,12.42,55.56,-0.088,False,5
43.38,12.5,46.08,-0.57,False,5
51.96,12.58,47.16,1.084,False,5
45.5,12.67,46.73,-0.287,False,5
3.36,12.75,43.15,-3.003,True,5
44.82,12.83,43.4,0.107,False,5
45.49,12.92,42.71,0.216,False,5
44.37,13.0,42.86,0.117,False,5
39.28,13.08,42.57,-0.255,False,5
43.12,13.17,42.36,0.059,False,5
54.82,13.25,43.25,0.865,False,5
43.48,13.33,42.69,0.06,False,5
50.76,13.42,42.53,0.629,False,5
39.68,13.5,42.22,-0.194,False,5
40.6,13.58,41.27,-0.053,False,5
47.12,13.67,41.41,0.446,False,5
38.94,13.75,44.37,-1.133,False,5
38.34,13.83,43.83,-1.077,False,5
40.27,13.92,43.4,-0.605,False,5
45.54,14.0,43.49,0.393,False,5
42.33,14.08,43.75,-0.28,False,5
42.82,14.17,43.72,-0.179,False,5
44.24,14.25,42.84,0.381,False,5
39.69,14.33,42.53,-0.752,False,5
50.13,14.42,42.47,2.098,False,5
55.0,14.5,43.75,2.246,False,5
42.98,14.58,43.95,-0.196,False,5
48.09,14.67,44.03,0.815,False,5
41.45,14.75,44.24,-0.581,False,5
49.41,14.83,45.16,0.92,False,5
4.57,14.92,42.19,-2.98,True,5
38.44,15.0,41.6,-0.25,False,5
47.5,15.08,42.03,0.43,False,5
43.53,15.17,42.09,0.113,False,5
50.61,15.25,42.62,0.616,False,5
48.69,15.33,43.37,0.408,False,5
48.01,15.42,43.19,0.372,False,5
48.03,15.5,42.61,0.432,False,5
47.66,15.58,43.0,0.369,False,5
46.61,15.67,42.88,0.297,False,5
49.36,15.75,43.54,0.459,False,5
47.43,15.83,43.37,0.322,False,5
49.67,15.92,47.13,0.781,False,5
47.57,16.0,47.89,-0.178,False,5
265.8,16.08,66.08,3.174,True,5
48.69,16.17,66.51,-0.284,False,5
46.31,16.25,66.15,-0.316,False,5
38.67,16.33,65.32,-0.422,False,5
48.69,16.42,65.38,-0.264,False,5
45.04,16.5,65.13,-0.318,False,5
40.53,16.58,64.53,-0.378,False,5
50.88,16.67,64.89,-0.221,False,5
48.62,16.75,64.83,-0.256,False,5
322.45,16.83,87.74,2.414,True,5
47.38,16.92,87.55,-0.413,False,5
41.86,17.0,87.08,-0.464,False,5
44.33,17.08,68.62,-0.304,False,5
44.05,17.17,68.23,-0.302,False,5
43.55,17.25,68.0,-0.305,False,5
46.9,17.33,68.69,-0.272,False,5
40.96,17.42,68.05,-0.338,False,5
47.54,17.5,68.25,-0.259,False,5
44.02,17.58,68.55,-0.306,False,5
39.6,17.67,67.61,-0.349,False,5
42.96,17.75,67.13,-0.3,False,5
45.42,17.83,44.05,0.548,False,5
49.54,17.92,44.23,1.882,False,5
2.1,18.0,40.91,-3.099,True,5
45.07,18.08,40.98,0.327,False,5
47.76,18.17,41.29,0.511,False,5
49.41,18.25,41.77,0.593,False,5
45.33,18.33,41.64,0.287,False,5
39.1,18.42,41.49,-0.186,False,5
2.27,18.5,37.71,-2.096,True,5
39.17,18.58,37.31,0.111,False,5
43.9,18.67,37.67,0.369,False,5
50.39,18.75,38.29,0.702,False,5
43.34,18.83,38.12,0.304,False,5
47.42,18.92,37.94,0.555,False,5
44.87,19.0,41.5,0.262,False,5
43.66,19.08,41.38,0.178,False,5
52.74,19.17,41.8,0.834,False,5
50.27,19.25,41.87,0.638,False,5
48.06,19.33,42.1,0.45,False,5
50.9,19.42,43.08,0.581,False,5
41.33,19.5,46.34,-1.179,False,5
44.18,19.58,46.76,-0.697,False,5
47.64,19.67,47.07,0.16,False,5
2.48,19.75,43.07,-3.067,True,5
50.28,19.83,43.65,0.494,False,5
38.22,19.92,42.89,-0.348,False,5
38.78,20.0,42.38,-0.267,False,5
46.89,20.08,42.65,0.314,False,5
49.27,20.17,42.36,0.519,False,5
42.07,20.25,41.68,0.03,False,5
66.54,0.0,66.54,0.0,False,6
54.45,0.08,60.49,-0.707,False,6
52.37,0.17,57.79,-0.708,False,6
60.77,0.25,58.53,0.349,False,6
54.64,0.33,57.75,-0.534,False,6
57.59,0.42,57.73,-0.027,False,6
57.7,0.5,57.72,-0.005,False,6
56.88,0.58,57.62,-0.167,False,6
52.82,0.67,57.08,-0.961,False,6
64.68,0.75,57.84,1.419,False,6
50.84,0.83,57.21,-1.264,False,6
55.25,0.92,57.04,-0.371,False,6
61.18,1.0,56.6,1.128,False,6
64.66,1.08,57.45,1.566,False,6
60.32,1.17,58.11,0.504,False,6
59.22,1.25,57.98,0.287,False,6
49.38,1.33,57.54,-1.663,False,6
56.28,1.42,57.44,-0.235,False,6
56.46,1.5,57.33,-0.177,False,6
62.63,1.58,57.81,0.935,False,6
59.2,1.67,58.34,0.174,False,6
51.53,1.75,57.25,-1.181,False,6
67.88,1.83,58.67,1.748,False,6
59.99,1.92,59.06,0.18,False,6
60.55,2.0,59.01,0.299,False,6
57.33,2.08,58.4,-0.221,False,6
60.28,2.17,58.39,0.389,False,6
55.73,2.25,58.1,-0.484,False,6
57.4,2.33,58.77,-0.337,False,6
53.42,2.42,58.53,-1.187,False,6
58.29,2.5,58.69,-0.092,False,6
60.72,2.58,58.53,0.531,False,6
55.04,2.67,58.18,-0.741,False,6
56.39,2.75,58.58,-0.585,False,6
54.69,2.83,57.49,-1.115,False,6
55.45,2.92,57.11,-0.68,False,6
52.99,3.0,56.48,-1.425,False,6
