timestamp,location,pm25,pm10,co,no2,temperature,humidity,wind_speed,temperature_inversion,aqi,aqi_category,is_anomaly
2025-06-10 02:57:24.601906,Industri_Barat,5.0,13.79,0.964,45.41,31.7,68.9,1.46,0,21,Baik,0
2025-06-10 03:57:24.601906,Industri_Barat,5.0,25.73,1.422,46.8,29.2,71.9,0.37,0,21,Baik,0
2025-06-10 04:57:24.601906,Jalan_Raya_Timur,245.09,352.42,2.702,60.73,30.0,74.4,0.18,0,263,Sangat Tidak Sehat,1
2025-06-10 05:57:24.601906,Perumahan_Utara,74.22,132.4,1.189,37.58,20.6,68.2,1.5,0,160,Tidak Sehat,0
2025-06-10 06:57:24.601906,Pusat_Kota,16.9,24.61,1.784,44.07,33.0,55.9,2.11,0,60,Sedang,0
2025-06-10 07:57:24.601906,Perumahan_Utara,47.59,93.81,1.59,57.74,37.4,70.1,4.15,0,130,Tidak Sehat untuk Sensitif,0
2025-06-10 08:57:24.601906,Taman_Selatan,94.24,179.41,2.046,59.95,31.0,83.5,4.71,0,170,Tidak Sehat,0
2025-06-10 09:57:24.601906,Jalan_Raya_Timur,118.03,164.57,1.588,65.39,29.1,51.3,2.46,1,183,Tidak Sehat,1
2025-06-10 10:57:24.601906,Perumahan_Utara,36.71,65.42,1.354,45.07,40.0,75.9,4.77,0,103,Tidak Sehat untuk Sensitif,0
2025-06-10 11:57:24.601906,Industri_Barat,33.67,51.47,0.222,43.4,23.4,68.3,4.9,0,96,Sedang,0
2025-06-10 12:57:24.601906,Taman_Selatan,5.0,15.89,0.736,46.11,34.4,59.8,0.7,0,21,Baik,0
2025-06-10 13:57:24.601906,Taman_Selatan,16.16,38.36,2.015,24.48,24.7,87.3,0.94,0,59,Sedang,0
2025-06-10 14:57:24.601906,Perumahan_Utara,91.35,153.05,0.303,32.17,35.2,42.6,3.57,0,169,Tidak Sehat,0
2025-06-10 15:57:24.601906,Perumahan_Utara,31.12,60.97,1.01,22.59,19.9,56.8,8.78,0,91,Sedang,0
2025-06-10 16:57:24.601906,Jalan_Raya_Timur,5.0,12.03,1.754,49.65,35.3,59.0,0.28,0,21,Baik,0
2025-06-10 17:57:24.601906,Pusat_Kota,41.86,102.1,2.148,58.73,30.5,100.0,3.74,0,116,Tidak Sehat untuk Sensitif,0
2025-06-10 18:57:24.601906,Perumahan_Utara,272.69,500.0,4.048,90.69,25.0,100.0,0.58,0,282,Sangat Tidak Sehat,1
2025-06-10 19:57:24.601906,Perumahan_Utara,90.06,176.51,2.077,90.61,22.7,59.4,1.82,0,168,Tidak Sehat,0
2025-06-10 20:57:24.601906,Industri_Barat,60.8,97.84,0.983,64.77,33.4,67.0,1.35,1,153,Tidak Sehat,1
2025-06-10 21:57:24.601906,Taman_Selatan,41.99,79.81,0.658,20.27,40.0,69.9,2.24,1,116,Tidak Sehat untuk Sensitif,1
2025-06-10 22:57:24.601906,Pusat_Kota,5.0,17.13,0.87,40.48,29.4,59.6,4.46,0,21,Baik,0
2025-06-10 23:57:24.601906,Industri_Barat,49.26,90.06,1.167,65.28,26.5,78.3,1.05,0,135,Tidak Sehat untuk Sensitif,0
2025-06-11 00:57:24.601906,Jalan_Raya_Timur,67.77,126.64,1.472,29.78,32.7,85.4,2.58,0,157,Tidak Sehat,0
2025-06-11 01:57:24.601906,Jalan_Raya_Timur,89.11,134.36,0.766,50.67,18.0,76.6,1.56,0,168,Tidak Sehat,0
2025-06-11 02:57:24.601906,Perumahan_Utara,5.0,17.4,1.029,63.19,36.5,55.9,1.54,0,21,Baik,0
2025-06-11 03:57:24.601906,Perumahan_Utara,84.47,128.44,1.459,45.88,31.1,59.9,4.4,0,165,Tidak Sehat,0
2025-06-11 04:57:24.601906,Jalan_Raya_Timur,35.48,83.84,0.843,56.7,33.6,66.4,3.14,0,100,Sedang,0
2025-06-11 05:57:24.601906,Perumahan_Utara,41.27,63.54,0.935,20.28,31.6,84.2,0.95,0,115,Tidak Sehat untuk Sensitif,0
2025-06-11 06:57:24.601906,Pusat_Kota,81.28,161.41,0.953,31.91,32.3,64.9,1.28,0,164,Tidak Sehat,0
2025-06-11 07:57:24.601906,Perumahan_Utara,140.68,230.7,2.298,59.22,26.2,69.4,0.3,1,195,Tidak Sehat,1
2025-06-11 08:57:24.601906,Taman_Selatan,5.0,14.01,1.872,57.93,23.4,48.3,0.05,0,21,Baik,0
2025-06-11 09:57:24.601906,Perumahan_Utara,100.39,193.41,2.704,75.69,19.9,87.0,1.08,0,174,Tidak Sehat,0
2025-06-11 10:57:24.601906,Industri_Barat,322.48,500.0,3.572,89.89,31.7,61.5,1.49,0,315,Berbahaya,1
2025-06-11 11:57:24.601906,Pusat_Kota,37.39,63.4,0.829,41.19,21.7,46.8,1.55,0,105,Tidak Sehat untuk Sensitif,0
2025-06-11 12:57:24.601906,Industri_Barat,71.79,120.52,1.389,10.3,32.1,95.4,9.38,0,159,Tidak Sehat,0
2025-06-11 13:57:24.601906,Industri_Barat,78.94,129.76,1.522,37.42,28.3,83.3,0.81,0,162,Tidak Sehat,0
2025-06-11 14:57:24.601906,Taman_Selatan,5.0,18.36,0.727,22.04,20.1,67.9,1.67,0,21,Baik,0
2025-06-11 15:57:24.601906,Pusat_Kota,81.75,142.78,1.485,28.93,23.6,65.4,1.47,1,164,Tidak Sehat,1
2025-06-11 16:57:24.601906,Pusat_Kota,5.0,13.59,1.752,53.25,38.2,67.3,1.71,0,21,Baik,0
2025-06-11 17:57:24.601906,Pusat_Kota,73.41,126.8,1.89,69.59,31.9,68.9,3.56,0,159,Tidak Sehat,0
2025-06-11 18:57:24.601906,Pusat_Kota,50.96,89.4,2.488,59.79,18.4,87.6,0.34,0,139,Tidak Sehat untuk Sensitif,0
2025-06-11 19:57:24.601906,Pusat_Kota,184.51,349.06,1.541,82.61,27.4,49.6,0.95,1,223,Sangat Tidak Sehat,1
2025-06-11 20:57:24.601906,Taman_Selatan,12.44,36.5,1.058,51.51,26.9,80.5,1.6,0,51,Sedang,0
2025-06-11 21:57:24.601906,Perumahan_Utara,35.25,69.8,1.189,34.44,25.9,54.0,0.13,0,100,Sedang,0
2025-06-11 22:57:24.601906,Industri_Barat,5.0,18.87,1.564,18.46,18.0,83.7,0.86,0,21,Baik,0
2025-06-11 23:57:24.601906,Pusat_Kota,60.73,130.32,0.798,37.14,31.0,45.9,0.96,0,153,Tidak Sehat,0
2025-06-12 00:57:24.601906,Perumahan_Utara,31.97,66.62,1.445,55.48,31.7,52.0,0.32,0,93,Sedang,0
2025-06-12 01:57:24.601906,Perumahan_Utara,41.42,94.9,1.954,27.09,23.4,63.0,5.98,0,115,Tidak Sehat untuk Sensitif,0
2025-06-12 02:57:24.601906,Industri_Barat,5.0,23.65,1.308,32.75,18.0,74.3,0.8,0,21,Baik,0
2025-06-12 03:57:24.601906,Taman_Selatan,52.24,103.44,0.361,29.17,28.1,77.9,2.03,0,142,Tidak Sehat untuk Sensitif,0
2025-06-12 04:57:24.601906,Jalan_Raya_Timur,92.95,179.99,1.884,42.07,37.5,65.7,4.84,0,170,Tidak Sehat,0
2025-06-12 05:57:24.601906,Jalan_Raya_Timur,30.31,49.11,1.217,32.05,27.4,64.1,1.29,0,89,Sedang,0
2025-06-12 06:57:24.601906,Perumahan_Utara,72.75,113.79,2.203,31.66,22.5,87.0,0.19,0,159,Tidak Sehat,0
2025-06-12 07:57:24.601906,Industri_Barat,84.01,179.95,1.952,58.21,35.4,51.5,1.26,1,165,Tidak Sehat,1
2025-06-12 08:57:24.601906,Jalan_Raya_Timur,70.57,111.35,2.579,59.72,36.8,98.3,0.59,0,158,Tidak Sehat,0
2025-06-12 09:57:24.601906,Perumahan_Utara,14.05,33.49,3.06,67.36,25.2,86.4,2.45,0,54,Sedang,0
2025-06-12 10:57:24.601906,Taman_Selatan,77.58,121.09,0.318,39.42,31.4,57.2,0.96,0,162,Tidak Sehat,0
2025-06-12 11:57:24.601906,Jalan_Raya_Timur,55.59,93.37,0.95,60.24,27.6,69.4,3.77,0,150,Tidak Sehat untuk Sensitif,0
2025-06-12 12:57:24.601906,Perumahan_Utara,7.32,30.18,1.095,37.09,28.6,75.5,2.28,0,31,Baik,0
2025-06-12 13:57:24.601906,Perumahan_Utara,53.5,92.42,1.911,12.67,26.9,38.5,4.82,1,145,Tidak Sehat untuk Sensitif,1
2025-06-12 14:57:24.601906,Pusat_Kota,303.57,500.0,2.051,69.35,22.6,95.0,0.98,0,302,Berbahaya,1
2025-06-12 15:57:24.601906,Taman_Selatan,82.34,127.59,1.785,31.1,22.0,94.2,3.09,0,164,Tidak Sehat,0
2025-06-12 16:57:24.601906,Pusat_Kota,127.36,185.28,1.979,67.45,22.9,70.3,3.39,0,188,Tidak Sehat,0
2025-06-12 17:57:24.601906,Industri_Barat,62.8,113.94,1.729,66.07,27.3,99.2,0.12,0,154,Tidak Sehat,0
2025-06-12 18:57:24.601906,Pusat_Kota,42.86,61.9,1.69,64.7,31.8,71.5,0.42,1,119,Tidak Sehat untuk Sensitif,1
2025-06-12 19:57:24.601906,Pusat_Kota,167.62,329.49,2.545,70.89,36.9,65.6,2.68,1,212,Sangat Tidak Sehat,1
2025-06-12 20:57:24.601906,Jalan_Raya_Timur,112.47,208.05,1.447,48.93,29.3,62.7,1.81,0,180,Tidak Sehat,0
2025-06-12 21:57:24.601906,Perumahan_Utara,5.0,19.39,0.939,56.54,23.9,64.1,0.34,0,21,Baik,0
2025-06-12 22:57:24.601906,Taman_Selatan,10.17,28.5,2.112,49.42,25.8,53.9,2.73,1,42,Baik,1
2025-06-12 23:57:24.601906,Pusat_Kota,62.47,129.61,1.372,41.17,34.5,62.0,3.29,0,154,Tidak Sehat,0
2025-06-13 00:57:24.601906,Taman_Selatan,77.25,136.36,1.576,56.58,37.1,62.6,1.46,1,162,Tidak Sehat,1
2025-06-13 01:57:24.601906,Pusat_Kota,18.86,43.64,2.427,47.03,21.9,77.6,7.19,0,65,Sedang,0
2025-06-13 02:57:24.601906,Industri_Barat,43.17,85.5,1.616,48.04,23.9,76.7,0.79,0,119,Tidak Sehat untuk Sensitif,0
2025-06-13 03:57:24.601906,Pusat_Kota,70.08,147.33,1.726,30.68,28.0,79.5,2.87,0,158,Tidak Sehat,0
2025-06-13 04:57:24.601906,Jalan_Raya_Timur,40.99,61.49,1.099,26.62,37.6,75.3,7.09,0,114,Tidak Sehat untuk Sensitif,0
2025-06-13 05:57:24.601906,Perumahan_Utara,36.01,76.57,1.252,36.06,32.6,71.2,0.17,0,102,Tidak Sehat untuk Sensitif,0
2025-06-13 06:57:24.601906,Industri_Barat,70.62,110.08,1.013,54.32,27.5,71.7,2.25,0,158,Tidak Sehat,0
2025-06-13 07:57:24.601906,Pusat_Kota,51.28,99.7,1.928,58.11,31.7,88.3,0.41,0,140,Tidak Sehat untuk Sensitif,0
2025-06-13 08:57:24.601906,Taman_Selatan,261.97,381.9,2.171,52.44,33.2,80.0,0.4,1,275,Sangat Tidak Sehat,1
2025-06-13 09:57:24.601906,Industri_Barat,142.24,254.96,1.525,51.79,24.9,57.7,0.71,0,196,Tidak Sehat,0
2025-06-13 10:57:24.601906,Industri_Barat,18.75,40.88,1.76,58.3,25.9,88.7,3.19,0,64,Sedang,0
2025-06-13 11:57:24.601906,Pusat_Kota,6.25,18.08,1.481,17.43,31.8,78.4,2.34,0,26,Baik,0
2025-06-13 12:57:24.601906,Industri_Barat,63.01,119.07,1.29,22.1,24.2,69.6,3.11,0,154,Tidak Sehat,0
2025-06-13 13:57:24.601906,Taman_Selatan,5.01,13.54,1.402,24.38,31.5,68.5,0.02,0,21,Baik,0
2025-06-13 14:57:24.601906,Industri_Barat,5.0,22.4,1.143,31.29,33.2,56.5,0.59,0,21,Baik,0
2025-06-13 15:57:24.601906,Taman_Selatan,5.0,15.26,0.478,48.15,26.4,79.8,1.48,0,21,Baik,0
2025-06-13 16:57:24.601906,Pusat_Kota,56.34,114.61,1.213,51.39,26.2,77.3,1.6,0,150,Tidak Sehat untuk Sensitif,0
2025-06-13 17:57:24.601906,Perumahan_Utara,74.9,138.36,1.665,38.03,25.5,87.0,1.86,0,160,Tidak Sehat,0
2025-06-13 18:57:24.601906,Industri_Barat,47.82,80.41,2.635,71.2,32.6,79.2,1.22,0,131,Tidak Sehat untuk Sensitif,0
2025-06-13 19:57:24.601906,Perumahan_Utara,110.6,179.39,1.494,66.9,34.8,44.0,1.17,0,179,Tidak Sehat,0
2025-06-13 20:57:24.601906,Taman_Selatan,96.06,186.42,0.923,60.42,29.2,84.7,5.19,0,171,Tidak Sehat,0
2025-06-13 21:57:24.601906,Industri_Barat,117.51,211.28,2.275,75.12,23.9,83.6,2.26,0,183,Tidak Sehat,0
2025-06-13 22:57:24.601906,Jalan_Raya_Timur,38.22,59.96,1.029,33.17,25.2,77.9,1.76,0,107,Tidak Sehat untuk Sensitif,0
2025-06-13 23:57:24.601906,Perumahan_Utara,76.92,158.97,0.1,56.06,29.7,54.4,0.14,0,161,Tidak Sehat,0
2025-06-14 00:57:24.601906,Industri_Barat,105.54,193.36,0.999,26.95,18.0,86.1,2.89,1,176,Tidak Sehat,1
2025-06-14 01:57:24.601906,Perumahan_Utara,42.59,74.59,0.822,44.95,19.5,74.1,3.1,0,118,Tidak Sehat untuk Sensitif,0
2025-06-14 02:57:24.601906,Industri_Barat,22.37,54.87,1.118,16.96,25.7,64.2,11.88,0,72,Sedang,0
2025-06-14 03:57:24.601906,Pusat_Kota,5.0,17.65,1.272,41.2,35.3,68.1,0.48,0,21,Baik,0
2025-06-14 04:57:24.601906,Perumahan_Utara,59.28,92.78,2.224,58.25,25.1,81.7,1.95,0,152,Tidak Sehat,0
2025-06-14 05:57:24.601906,Jalan_Raya_Timur,158.48,237.22,1.29,73.05,18.8,41.2,1.16,1,205,Sangat Tidak Sehat,1
2025-06-14 06:57:24.601906,Jalan_Raya_Timur,5.0,23.55,0.897,41.65,30.8,90.8,1.85,0,21,Baik,0
2025-06-14 07:57:24.601906,Taman_Selatan,62.89,130.05,1.786,44.66,36.0,78.2,2.32,0,154,Tidak Sehat,0
2025-06-14 08:57:24.601906,Industri_Barat,102.39,167.54,1.828,78.81,28.2,75.9,2.58,0,175,Tidak Sehat,0
2025-06-14 09:57:24.601906,Perumahan_Utara,59.12,105.56,2.461,73.26,23.5,65.7,0.77,0,152,Tidak Sehat,0
2025-06-14 10:57:24.601906,Taman_Selatan,91.76,183.49,1.738,44.71,25.1,100.0,2.57,0,169,Tidak Sehat,0
2025-06-14 11:57:24.601906,Perumahan_Utara,101.15,209.04,0.769,33.08,22.5,60.8,0.49,1,174,Tidak Sehat,1
2025-06-14 12:57:24.601906,Industri_Barat,31.62,56.18,1.223,26.82,40.0,95.5,0.01,0,92,Sedang,0
2025-06-14 13:57:24.601906,Jalan_Raya_Timur,93.76,181.24,0.791,42.41,23.4,74.4,5.11,0,170,Tidak Sehat,0
2025-06-14 14:57:24.601906,Pusat_Kota,17.32,26.2,0.949,47.07,29.1,100.0,4.13,0,61,Sedang,0
2025-06-14 15:57:24.601906,Jalan_Raya_Timur,53.72,95.18,1.459,37.19,26.3,64.3,2.18,1,146,Tidak Sehat untuk Sensitif,1
2025-06-14 16:57:24.601906,Taman_Selatan,31.91,54.56,2.215,64.77,33.7,52.1,3.14,0,93,Sedang,0
2025-06-14 17:57:24.601906,Pusat_Kota,42.35,62.7,1.709,61.59,27.5,56.7,1.05,1,117,Tidak Sehat untuk Sensitif,1
2025-06-14 18:57:24.601906,Taman_Selatan,83.17,166.07,2.879,85.47,24.6,55.7,0.24,0,165,Tidak Sehat,0
2025-06-14 19:57:24.601906,Industri_Barat,91.61,188.05,2.322,72.72,37.8,66.8,2.22,1,169,Tidak Sehat,1
2025-06-14 20:57:24.601906,Pusat_Kota,109.16,189.86,1.729,68.94,23.9,72.5,2.51,1,178,Tidak Sehat,1
2025-06-14 21:57:24.601906,Taman_Selatan,5.0,17.99,1.191,27.31,30.3,62.0,4.0,0,21,Baik,0
2025-06-14 22:57:24.601906,Industri_Barat,5.0,25.7,1.272,49.97,25.8,87.2,0.69,0,21,Baik,0
2025-06-14 23:57:24.601906,Jalan_Raya_Timur,44.23,85.91,1.506,40.15,25.0,70.3,3.4,0,122,Tidak Sehat untuk Sensitif,0
2025-06-15 00:57:24.601906,Industri_Barat,92.09,139.93,1.287,46.7,21.7,83.0,3.34,0,169,Tidak Sehat,0
2025-06-15 01:57:24.601906,Perumahan_Utara,56.15,96.78,1.549,33.42,25.1,70.8,0.27,0,150,Tidak Sehat untuk Sensitif,0
2025-06-15 02:57:24.601906,Industri_Barat,23.99,44.09,1.629,26.26,29.0,62.7,0.42,0,76,Sedang,0
2025-06-15 03:57:24.601906,Industri_Barat,5.0,17.26,0.533,24.77,22.1,65.5,0.55,0,21,Baik,0
2025-06-15 04:57:24.601906,Perumahan_Utara,13.68,24.03,1.237,56.69,32.5,44.0,1.4,0,54,Sedang,0
2025-06-15 05:57:24.601906,Taman_Selatan,43.26,69.69,0.726,33.14,28.9,100.0,0.37,0,120,Tidak Sehat untuk Sensitif,0
2025-06-15 06:57:24.601906,Taman_Selatan,11.36,29.54,0.709,45.15,22.0,71.3,0.47,1,47,Baik,1
2025-06-15 07:57:24.601906,Industri_Barat,25.1,52.88,2.446,31.76,28.9,65.9,0.49,0,78,Sedang,0
2025-06-15 08:57:24.601906,Perumahan_Utara,38.65,79.66,2.207,51.25,30.1,53.5,0.33,0,108,Tidak Sehat untuk Sensitif,0
2025-06-15 09:57:24.601906,Perumahan_Utara,64.71,101.69,2.478,64.21,30.4,69.1,0.13,0,155,Tidak Sehat,0
2025-06-15 10:57:24.601906,Jalan_Raya_Timur,48.1,76.96,1.214,32.5,27.7,42.6,0.56,0,132,Tidak Sehat untuk Sensitif,0
2025-06-15 11:57:24.601906,Taman_Selatan,28.62,46.16,1.187,30.61,31.3,80.1,1.0,0,86,Sedang,0
2025-06-15 12:57:24.601906,Pusat_Kota,67.71,135.96,1.482,50.82,25.3,56.2,2.02,0,156,Tidak Sehat,0
2025-06-15 13:57:24.601906,Taman_Selatan,54.36,75.3,1.608,36.93,25.7,93.3,0.13,0,147,Tidak Sehat untuk Sensitif,0
2025-06-15 14:57:24.601906,Taman_Selatan,37.05,81.12,0.818,43.74,25.1,90.4,0.6,0,104,Tidak Sehat untuk Sensitif,0
2025-06-15 15:57:24.601906,Jalan_Raya_Timur,72.53,144.65,1.394,38.68,23.2,56.4,1.0,0,159,Tidak Sehat,0
2025-06-15 16:57:24.601906,Pusat_Kota,85.75,176.46,1.802,71.83,27.8,80.3,0.97,0,166,Tidak Sehat,0
2025-06-15 17:57:24.601906,Jalan_Raya_Timur,26.32,56.46,1.803,40.23,33.0,95.9,4.2,0,81,Sedang,0
2025-06-15 18:57:24.601906,Pusat_Kota,62.85,123.4,2.385,76.86,21.9,99.8,0.28,0,154,Tidak Sehat,0
2025-06-15 19:57:24.601906,Industri_Barat,91.23,182.78,2.105,69.23,40.0,87.4,0.29,0,169,Tidak Sehat,0
2025-06-15 20:57:24.601906,Pusat_Kota,87.01,174.31,1.224,47.26,21.0,79.7,0.21,0,167,Tidak Sehat,0
2025-06-15 21:57:24.601906,Jalan_Raya_Timur,62.98,96.32,0.369,49.47,30.0,65.4,1.14,0,154,Tidak Sehat,0
2025-06-15 22:57:24.601906,Taman_Selatan,32.84,65.34,1.014,25.31,35.4,81.5,0.05,0,95,Sedang,0
2025-06-15 23:57:24.601906,Pusat_Kota,50.77,95.01,1.471,44.22,40.0,52.7,0.09,0,138,Tidak Sehat untuk Sensitif,0
2025-06-16 00:57:24.601906,Pusat_Kota,72.55,107.02,1.616,46.1,31.7,91.5,9.31,0,159,Tidak Sehat,0
2025-06-16 01:57:24.601906,Perumahan_Utara,43.39,92.37,1.126,30.31,32.7,100.0,0.75,0,120,Tidak Sehat untuk Sensitif,0
2025-06-16 02:57:24.601906,Taman_Selatan,44.54,97.89,1.069,50.52,26.9,63.1,1.62,0,123,Tidak Sehat untuk Sensitif,0
2025-06-16 03:57:24.601906,Industri_Barat,26.38,54.89,0.57,40.48,31.9,57.4,0.2,0,81,Sedang,0
2025-06-16 04:57:24.601906,Jalan_Raya_Timur,8.64,23.9,0.918,59.61,28.2,67.6,1.19,1,36,Baik,1
2025-06-16 05:57:24.601906,Industri_Barat,35.1,63.5,1.134,50.44,26.9,84.4,1.18,0,99,Sedang,0
2025-06-16 06:57:24.601906,Taman_Selatan,55.32,113.56,1.281,50.22,27.3,72.9,2.97,1,150,Tidak Sehat untuk Sensitif,1
2025-06-16 07:57:24.601906,Pusat_Kota,48.89,77.08,2.334,52.47,28.0,83.5,4.16,0,134,Tidak Sehat untuk Sensitif,0
2025-06-16 08:57:24.601906,Pusat_Kota,119.12,231.37,2.405,82.76,29.6,70.5,0.87,0,184,Tidak Sehat,0
2025-06-16 09:57:24.601906,Taman_Selatan,254.86,394.35,1.241,62.16,20.2,96.8,0.29,1,270,Sangat Tidak Sehat,1
2025-06-16 10:57:24.601906,Pusat_Kota,5.0,10.0,1.229,37.68,33.7,82.5,0.53,0,21,Baik,0
2025-06-16 11:57:24.601906,Pusat_Kota,22.36,53.76,1.066,53.42,28.0,58.4,0.94,1,72,Sedang,1
2025-06-16 12:57:24.601906,Pusat_Kota,82.7,140.76,1.317,32.4,22.2,43.9,0.29,1,164,Tidak Sehat,1
2025-06-16 13:57:24.601906,Jalan_Raya_Timur,41.69,99.47,1.356,62.96,30.4,89.2,0.3,1,116,Tidak Sehat untuk Sensitif,1
2025-06-16 14:57:24.601906,Jalan_Raya_Timur,120.02,253.79,0.611,75.59,33.0,77.0,0.28,1,184,Tidak Sehat,1
2025-06-16 15:57:24.601906,Perumahan_Utara,6.47,22.94,2.262,18.57,22.4,83.8,0.44,0,27,Baik,0
2025-06-16 16:57:24.601906,Industri_Barat,260.8,500.0,2.212,87.4,31.6,89.3,0.73,1,274,Sangat Tidak Sehat,1
2025-06-16 17:57:24.601906,Taman_Selatan,70.4,131.5,1.586,63.06,25.1,67.4,2.2,0,158,Tidak Sehat,0
2025-06-16 18:57:24.601906,Taman_Selatan,59.91,109.32,1.816,46.11,28.2,84.1,1.28,0,152,Tidak Sehat,0
2025-06-16 19:57:24.601906,Taman_Selatan,71.72,123.27,1.469,41.75,28.5,70.3,1.64,0,159,Tidak Sehat,0
2025-06-16 20:57:24.601906,Perumahan_Utara,35.39,68.07,1.136,5.0,26.9,71.4,1.58,0,100,Sedang,0
2025-06-16 21:57:24.601906,Jalan_Raya_Timur,5.0,23.35,1.203,24.27,25.8,100.0,6.84,0,21,Baik,0
2025-06-16 22:57:24.601906,Perumahan_Utara,39.65,71.47,1.48,44.41,29.8,71.0,1.49,0,111,Tidak Sehat untuk Sensitif,0
2025-06-16 23:57:24.601906,Taman_Selatan,27.32,45.2,1.006,28.06,21.4,51.7,1.74,0,83,Sedang,0
2025-06-17 00:57:24.601906,Industri_Barat,6.34,23.24,2.448,25.36,26.3,53.4,2.91,0,26,Baik,0
2025-06-17 01:57:24.601906,Pusat_Kota,83.05,140.6,0.886,28.09,18.5,86.0,2.05,0,165,Tidak Sehat,0
2025-06-17 02:57:24.601906,Jalan_Raya_Timur,67.85,114.67,0.945,36.37,24.6,72.5,0.25,0,157,Tidak Sehat,0
2025-06-17 03:57:24.601906,Jalan_Raya_Timur,129.23,249.97,1.204,32.83,22.6,68.5,0.15,0,189,Tidak Sehat,0
2025-06-17 04:57:24.601906,Perumahan_Utara,72.68,139.6,0.848,29.94,24.8,74.5,0.11,0,159,Tidak Sehat,0
2025-06-17 05:57:24.601906,Jalan_Raya_Timur,12.58,30.42,1.606,56.04,27.9,69.4,0.92,0,51,Sedang,0
2025-06-17 06:57:24.601906,Taman_Selatan,18.3,45.63,0.696,58.31,30.5,83.1,0.54,0,63,Sedang,0
2025-06-17 07:57:24.601906,Taman_Selatan,46.13,76.86,2.312,18.67,37.2,62.4,3.96,0,127,Tidak Sehat untuk Sensitif,0
2025-06-17 08:57:24.601906,Perumahan_Utara,44.1,100.29,1.912,59.46,29.3,82.3,4.48,0,122,Tidak Sehat untuk Sensitif,0
2025-06-17 09:57:24.601906,Taman_Selatan,82.41,147.44,2.93,60.09,20.1,80.1,1.18,0,164,Tidak Sehat,0
2025-06-17 10:57:24.601906,Industri_Barat,5.0,21.09,0.86,11.73,24.7,75.5,1.45,0,21,Baik,0
2025-06-17 11:57:24.601906,Perumahan_Utara,72.66,133.58,1.885,34.48,23.2,61.6,0.42,0,159,Tidak Sehat,0
2025-06-17 12:57:24.601906,Industri_Barat,53.19,81.19,1.321,35.46,21.4,87.2,0.15,0,144,Tidak Sehat untuk Sensitif,0
2025-06-17 13:57:24.601906,Pusat_Kota,68.64,126.68,1.493,48.71,34.1,89.7,0.62,0,157,Tidak Sehat,0
2025-06-17 14:57:24.601906,Industri_Barat,9.95,27.11,0.477,30.95,29.4,44.7,0.57,0,41,Baik,0
2025-06-17 15:57:24.601906,Pusat_Kota,58.63,123.12,1.168,22.65,30.4,75.6,1.76,0,152,Tidak Sehat,0
2025-06-17 16:57:24.601906,Pusat_Kota,217.69,399.75,1.91,82.54,20.6,56.3,0.75,1,245,Sangat Tidak Sehat,1
2025-06-17 17:57:24.601906,Industri_Barat,46.13,92.49,2.426,55.18,29.3,68.6,0.33,0,127,Tidak Sehat untuk Sensitif,0
2025-06-17 18:57:24.601906,Perumahan_Utara,45.67,95.2,1.824,53.62,31.6,71.1,5.2,0,126,Tidak Sehat untuk Sensitif,0
2025-06-17 19:57:24.601906,Taman_Selatan,85.22,135.28,2.847,36.27,28.6,77.7,0.1,0,166,Tidak Sehat,0
2025-06-17 20:57:24.601906,Taman_Selatan,16.08,46.16,1.107,34.29,26.1,71.2,2.1,0,59,Sedang,0
2025-06-17 21:57:24.601906,Pusat_Kota,41.84,93.78,0.223,45.44,34.6,66.2,0.79,0,116,Tidak Sehat untuk Sensitif,0
2025-06-17 22:57:24.601906,Pusat_Kota,91.96,154.42,1.048,37.74,33.7,76.8,2.15,0,169,Tidak Sehat,0
2025-06-17 23:57:24.601906,Perumahan_Utara,5.81,24.55,1.282,24.03,27.3,52.0,1.19,0,24,Baik,0
2025-06-18 00:57:24.601906,Jalan_Raya_Timur,96.87,209.01,1.489,34.75,29.4,67.6,7.51,0,172,Tidak Sehat,0
2025-06-18 01:57:24.601906,Industri_Barat,32.22,69.25,1.13,35.34,27.4,68.7,0.37,0,93,Sedang,0
2025-06-18 02:57:24.601906,Pusat_Kota,5.0,24.13,2.322,38.44,20.0,59.0,0.34,0,21,Baik,0
2025-06-18 03:57:24.601906,Taman_Selatan,64.39,119.68,1.413,62.1,22.6,44.9,0.69,0,155,Tidak Sehat,0
2025-06-18 04:57:24.601906,Perumahan_Utara,48.02,79.89,1.001,51.69,22.2,73.9,0.55,0,132,Tidak Sehat untuk Sensitif,0
2025-06-18 05:57:24.601906,Industri_Barat,81.24,131.02,0.847,57.34,32.0,58.2,2.62,1,164,Tidak Sehat,1
2025-06-18 06:57:24.601906,Perumahan_Utara,23.09,35.1,1.911,7.32,22.2,53.8,1.43,0,74,Sedang,0
2025-06-18 07:57:24.601906,Industri_Barat,71.03,100.85,1.908,55.87,25.7,94.4,1.17,0,158,Tidak Sehat,0
2025-06-18 08:57:24.601906,Industri_Barat,5.0,15.24,2.258,65.25,29.4,60.6,1.08,0,21,Baik,0
2025-06-18 09:57:24.601906,Pusat_Kota,73.81,111.95,2.561,52.35,24.8,60.6,1.77,0,160,Tidak Sehat,0
2025-06-18 10:57:24.601906,Perumahan_Utara,95.4,196.29,0.97,29.37,32.2,87.7,9.98,0,171,Tidak Sehat,0
2025-06-18 11:57:24.601906,Perumahan_Utara,5.0,10.35,1.034,46.11,27.4,57.3,2.01,0,21,Baik,0
